customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address,postcode,property_valuation
1731,Aigneis,MacKall,Female,1959-03-11,Health Coach III,Health,High Net Worth,0,True,63862 Dawn Park,4655,2
1732,Elihu,Cudworth,Male,1978-07-07,Desktop Support Technician,Agriculture,Mass Customer,0,True,2538 Gateway Pass,4152,4
1733,Gothart,Coomer,Male,1986-05-26,Associate Professor,Financial Services,High Net Worth,0,False,33006 Petterle Trail,4121,8
1734,Adriana,Cullerne,Female,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,0,True,0130 Loeprich Lane,3808,9
1735,Sly,Offord,Male,1966-09-07,Occupational Therapist,Health,Mass Customer,0,False,0 Warner Road,2680,4
1736,Garrek,Rowbotham,Male,1998-05-10,Associate Professor,IT,Affluent Customer,0,False,7 Ohio Court,3796,8
1737,Benny,Jammet,Female,1976-09-06,Senior Developer,Property,Affluent Customer,0,True,27 Evergreen Terrace,2261,9
1738,Frankie,Seydlitz,Male,1985-04-24,Engineer II,Agriculture,High Net Worth,0,True,17 Ohio Drive,4053,7
1739,Burnaby,Stiffkins,Male,1954-10-06,Software Consultant,Entertainment,Mass Customer,0,False,4912 Lukken Way,4570,3
1740,Faythe,Janaszewski,U,,Research Associate,IT,Mass Customer,0,True,89 Cherokee Road,4211,8
1741,Karlens,Carneck,Male,1994-07-11,General Manager,Financial Services,High Net Worth,0,False,4216 Annamark Pass,4300,4
1742,Quintin,Dublin,Male,1958-08-17,Tax Accountant,,High Net Worth,0,False,6 Forest Dale Parkway,4017,4
1743,Pall,Creek,Male,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,0,True,1 Namekagon Parkway,4075,5
1744,Phoebe,Kahen,Female,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,0,False,09810 Dayton Hill,4035,8
1745,Leigha,Clawson,Female,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,0,True,85 Magdeline Crossing,3149,9
1746,Kev,,Male,1962-01-05,Operator,IT,High Net Worth,0,False,7 Laurel Avenue,2125,12
1747,Obadiah,Fairall,Male,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,0,False,441 Old Shore Circle,2131,11
1748,Skell,Oxenden,Male,1956-06-07,Recruiter,Manufacturing,Mass Customer,0,True,5 Huxley Point,2154,10
1749,Debbi,Petschelt,Female,1980-10-22,,Telecommunications,High Net Worth,0,False,3483 Burrows Hill,2137,11
1750,Filbert,Evreux,Male,1959-05-13,Internal Auditor,Entertainment,Mass Customer,0,True,84707 Harper Circle,3114,10
1751,Sara-ann,Haddick,Female,1969-03-23,,Health,Mass Customer,0,False,78 Jackson Point,2047,11
1752,Diane,Busk,Female,1977-01-27,Systems Administrator II,,Mass Customer,0,False,8 Armistice Circle,3977,6
1753,Kerry,Ford,Female,1997-10-12,VP Product Management,Health,High Net Worth,0,True,73425 Mitchell Court,4304,3
1754,Zonnya,Tolland,Female,1965-11-27,,Retail,Mass Customer,0,True,4 5th Circle,2800,2
1755,Dagmar,Panyer,Female,1986-08-23,Tax Accountant,Property,Mass Customer,0,False,096 Anniversary Point,2030,12
1756,Daron,,Female,1976-12-17,Junior Executive,,High Net Worth,0,False,7714 Heffernan Circle,3130,8
1757,Hashim,Hartwell,Male,1966-03-03,,IT,High Net Worth,0,False,2 Portage Avenue,2170,9
1758,Helli,Cooksley,Female,1971-10-28,Administrative Assistant I,Agriculture,Mass Customer,0,True,636 Debs Circle,3039,9
1759,Quillan,Shortland,Male,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,0,False,08731 Coleman Lane,3352,6
1760,Kelsy,Barrowcliff,Female,1966-04-27,Dental Hygienist,Health,High Net Worth,0,False,12860 Warner Court,3129,8
1761,Kassi,List,Female,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,0,True,10 Cambridge Street,4567,7
1762,Gaye,Steutly,Female,1978-04-30,Research Assistant II,Health,Mass Customer,0,True,8943 Knutson Point,4154,9
1763,Suzie,Ornillos,Female,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,0,True,3 Nevada Road,4215,3
1764,Zaria,Van der Krui,Female,1960-06-21,Desktop Support Technician,,Mass Customer,0,True,01 Havey Drive,2099,12
1765,Sibella,O' Mara,Female,1967-02-13,Senior Quality Engineer,,High Net Worth,0,False,466 Westport Drive,2263,7
1766,Maye,O'Moylane,Female,1985-10-20,Senior Quality Engineer,,Affluent Customer,0,False,40985 Cherokee Junction,2155,10
1767,Cicely,Millier,Female,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,0,True,410 Hoepker Pass,4123,5
1768,Normand,Ganderton,Male,1974-02-09,Programmer I,Manufacturing,High Net Worth,0,False,6 Reinke Street,2768,10
1769,Sheridan,Shaves,Male,1960-11-26,,,Mass Customer,0,True,9097 Superior Drive,2114,8
1770,Chrysler,Vasile,Female,1995-04-10,Junior Executive,,Mass Customer,0,True,6 Hansons Park,2145,7
1771,Zarah,Santello,Female,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,0,True,5394 Dryden Terrace,3149,11
1772,Michael,Foulis,Male,1984-07-07,Financial Analyst,Financial Services,High Net Worth,0,True,56 Bultman Parkway,4721,1
1773,Nickolas,Guittet,U,,,IT,Mass Customer,0,True,835 West Hill,2118,11
1774,Vidovik,Astall,Male,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,0,True,8 Vermont Pass,3930,9
1775,Kimberly,Dishmon,Female,1995-10-01,Actuary,Financial Services,Affluent Customer,0,False,6238 Hanover Crossing,3141,7
1776,Korey,Gate,Male,1978-08-26,Accountant I,Financial Services,Affluent Customer,0,False,2 Thierer Plaza,3976,3
1777,Lucinda,Jerok,Female,1994-05-02,Sales Representative,Retail,Affluent Customer,0,False,71776 Express Avenue,2749,8
1778,Emera,Margrem,Female,2000-07-30,Staff Accountant III,,Mass Customer,0,True,162 Golf View Hill,2011,6
1779,Krishnah,Firmage,Male,1996-11-19,Information Systems Manager,Agriculture,Affluent Customer,0,False,7389 Union Place,2745,8
1780,Maude,Tixier,U,,Research Associate,IT,Mass Customer,0,False,07 Miller Pass,2017,9
1781,Sammie,Uglow,Male,1965-07-26,Data Coordiator,,Affluent Customer,0,False,30 Delladonna Plaza,3046,8
1782,Ewen,Emes,Male,1966-12-22,Pharmacist,Health,Affluent Customer,0,True,7395 Blackbird Lane,2134,9
1783,Brett,McCalister,Male,1995-07-30,,Retail,Mass Customer,0,True,79427 Hudson Trail,3677,1
1784,Louella,O' Timony,Female,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,0,True,67 Hooker Place,2380,5
1785,Marty,Whatford,Male,1960-12-10,Clinical Specialist,Health,Mass Customer,0,False,0380 Chinook Avenue,2047,12
1786,Lonee,Gorce,Female,1962-03-20,Administrative Assistant III,Agriculture,High Net Worth,0,True,4092 Brentwood Trail,2147,10
1787,Tull,Godehard.sf,Male,1976-11-21,Executive Secretary,Retail,High Net Worth,0,True,613 Mayfield Trail,4012,6
1788,Anna-diana,Kurten,Female,1964-08-10,Account Representative IV,Financial Services,High Net Worth,0,True,2 Spohn Court,2750,9
1789,Talya,Darycott,Female,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,0,False,05239 Springs Circle,3030,7
1790,Vite,Molyneux,Male,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,0,False,59 Old Gate Drive,4878,5
1791,Ninon,Van Der Hoog,Female,1974-12-25,Data Coordiator,IT,Affluent Customer,0,True,31186 Hoard Junction,2015,12
1792,Dunstan,Kegley,Male,1988-04-07,,Financial Services,Mass Customer,0,False,2 Crest Line Crossing,2072,9
1793,Hewett,Handes,Male,1989-06-14,Actuary,Financial Services,Mass Customer,0,True,18083 Mallard Drive,3075,7
1794,Caro,McKirton,Female,1969-03-10,Administrative Officer,Property,Mass Customer,0,False,93 Lakeland Court,3810,6
1795,Wally,Rebbeck,Male,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,0,False,023 Thackeray Lane,2070,12
1796,Cayla,Marcus,Female,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,0,True,79737 Hollow Ridge Trail,2199,9
1797,Basile,Le Floch,Male,1974-05-16,Assistant Professor,,Mass Customer,0,False,95465 Union Plaza,4055,7
1798,Eunice,Risom,Female,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,0,True,66238 Old Gate Circle,4157,9
1799,Tito,Brash,Male,1977-12-23,,,Affluent Customer,0,False,3 Delladonna Street,4799,3
1800,Dianemarie,Hatherall,Female,1955-09-23,Executive Secretary,Agriculture,High Net Worth,0,False,3 Mallard Center,2251,8
1801,Bendix,Olivella,Male,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,0,False,31 Eastwood Circle,2460,3
1802,Lizzie,Duke,Female,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,0,False,507 Onsgard Place,4701,1
1803,Clarinda,Edlyn,Female,1988-01-13,,,Mass Customer,0,False,69555 Dakota Alley,4211,5
1804,Matelda,Kordas,Female,1963-03-28,Product Engineer,Property,Affluent Customer,0,False,21969 Lawn Court,2095,9
1805,Venus,Sketch,Female,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,0,False,7 Erie Court,2263,7
1806,Gil,De Gregorio,U,,Software Test Engineer IV,IT,Mass Customer,0,False,0724 Oxford Crossing,2146,9
1807,Pollyanna,Serjeantson,Female,1955-03-15,Help Desk Operator,,High Net Worth,0,True,1 Monterey Terrace,2011,12
1808,Charles,Carren,Male,1965-12-15,Information Systems Manager,Retail,High Net Worth,0,False,75 Duke Plaza,2147,9
1809,Reba,Southon,Female,1961-01-26,Programmer II,Health,Mass Customer,0,True,156 Lakeland Way,4035,9
1810,Royall,Terris,Male,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,0,False,91 Mosinee Point,2166,5
1811,Sylvan,Sugge,Male,1999-10-13,,Financial Services,Mass Customer,0,False,1508 Hooker Avenue,2000,8
1812,Daffi,Sewley,Female,1959-07-11,Clinical Specialist,Health,Affluent Customer,0,False,3202 Ridge Oak Alley,4121,9
1813,Reeva,Eakeley,Female,2001-05-19,Technical Writer,Manufacturing,Mass Customer,0,False,5510 Pepper Wood Street,3429,6
1814,Shawn,Platfoot,Female,1988-08-18,Web Designer IV,Retail,Affluent Customer,0,False,42952 Fairfield Center,3012,8
1815,Bab,Bingall,Female,1954-03-26,Software Test Engineer I,Agriculture,Mass Customer,0,True,1 Garrison Street,3103,12
1816,Lonni,Andrichak,Female,1977-02-25,,Agriculture,Mass Customer,0,False,013 Armistice Street,2769,10
1817,Jozef,Frizzell,Male,1975-03-13,Graphic Designer,,High Net Worth,0,False,3201 Canary Center,2540,9
1818,Katha,Lockhurst,Female,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,0,True,4365 Basil Junction,2539,7
1819,Deedee,Fransinelli,Female,1994-11-23,Graphic Designer,Entertainment,Mass Customer,0,True,1164 Toban Road,3806,5
1820,Yard,Teeney,Male,1996-04-02,Software Engineer II,IT,Affluent Customer,0,False,2364 Dovetail Way,3048,6
1821,Fields,Bayne,Male,1972-03-09,Web Developer IV,Entertainment,High Net Worth,0,True,738 Sloan Place,3212,5
1822,Trudie,Capper,Female,1962-09-18,,Financial Services,Mass Customer,0,False,318 Jenifer Alley,2119,11
1823,Trude,Rizzardo,Female,1974-05-24,VP Quality Control,,High Net Worth,0,False,6395 Anthes Hill,4504,4
1824,Robbie,Yakubovics,Female,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,0,True,36516 Forster Lane,4034,7
1825,Arv,Whitsey,Male,1967-02-14,VP Quality Control,Financial Services,Mass Customer,0,True,107 Garrison Plaza,2200,10
1826,Jareb,Langcaster,Male,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,0,True,717 Oakridge Way,2117,8
1827,Stormie,Smyth,Female,1978-01-15,Sales Representative,Retail,Affluent Customer,0,True,16405 Doe Crossing Parkway,3630,3
1828,Leigha,Bacchus,Female,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,0,False,16 Monument Place,4701,3
1829,Darcy,Jaslem,Male,1980-10-29,Editor,,Mass Customer,0,False,99841 Talisman Street,4224,3
1830,Nathan,Antognazzi,Male,1985-04-30,Software Consultant,Manufacturing,High Net Worth,0,False,21 Duke Hill,4344,4
1831,Lisle,Yokel,Male,1977-11-13,Social Worker,Health,Mass Customer,0,False,891 Anderson Parkway,2009,10
1832,Elicia,Normanvill,Female,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,0,True,9446 Holmberg Court,2133,11
1833,Klemens,Eite,Male,1967-03-15,Actuary,Financial Services,High Net Worth,0,True,46512 Cambridge Avenue,2759,8
1834,Otes,Gottelier,Male,1977-06-30,Director of Sales,Financial Services,High Net Worth,0,True,54250 Welch Pass,3145,11
1835,Rodrigo,Felce,Male,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,0,True,734 South Court,4152,8
1836,Rochella,Harce,Female,1955-06-05,Research Nurse,Health,Mass Customer,0,True,769 Banding Avenue,2151,10
1837,Tirrell,Cosgreave,Male,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,0,True,2590 Northport Hill,2070,11
1838,Jobina,Dudenie,Female,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,0,True,9649 Cascade Way,2250,8
1839,Faythe,Rance,Female,1987-05-08,Internal Auditor,Entertainment,High Net Worth,0,True,69 Valley Edge Lane,3144,8
1840,Sherman,Gullen,Male,1977-11-04,Staff Scientist,Agriculture,High Net Worth,0,True,327 Monument Street,3201,4
1841,Nathanial,D'Ambrogi,Male,1995-10-22,Administrative Assistant III,Agriculture,Affluent Customer,0,False,4 Sunnyside Crossing,2125,12
1842,Ephrayim,Beville,Male,1977-02-27,Accountant IV,Financial Services,Mass Customer,0,False,8 Hoffman Alley,3181,10
1843,Kennett,Attack,Male,1984-09-08,Recruiting Manager,,Mass Customer,0,True,894 Duke Crossing,2665,1
1844,Amaleta,Slafford,Female,1975-10-21,Product Engineer,,Mass Customer,0,False,01714 Claremont Center,2474,3
1845,Pascal,Veronique,Male,1978-01-16,General Manager,Financial Services,Mass Customer,0,False,6809 Maple Park,3023,8
1846,Lorette,Daspar,Female,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,0,False,95294 Karstens Park,2155,9
1847,Bobinette,Stanaway,Female,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,0,False,8872 Bunker Hill Crossing,2196,9
1848,Dev,Caghan,Male,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,0,False,14 Westport Pass,3029,6
1849,Jess,Bollans,Male,1958-07-01,,Retail,Mass Customer,0,True,867 Grim Terrace,3754,6
1850,Dare,Wasling,Male,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,0,False,48023 International Way,3630,1
1851,Miles,Fallows,Male,1974-03-18,Account Representative II,,Mass Customer,0,False,0 Prairie Rose Place,3802,7
1852,Darby,Shailer,Female,1978-01-21,Research Associate,Manufacturing,Affluent Customer,0,False,56145 Porter Lane,2010,10
1853,Agathe,Dimmick,Female,1987-06-20,Recruiter,,Mass Customer,0,True,509 Ridgeway Junction,3166,10
1854,Mandie,Jeger,Female,1978-09-12,Community Outreach Specialist,,High Net Worth,0,True,41 Eagan Junction,2570,8
1855,Foss,Yanele,Male,1971-07-08,Librarian,Entertainment,Mass Customer,0,True,5290 Lunder Park,2287,7
1856,Toni,Harbidge,Female,1969-07-20,Associate Professor,Retail,Mass Customer,0,False,52425 Prairie Rose Road,4500,6
1857,Purcell,Chinnery,Male,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,0,True,7939 Toban Crossing,2770,7
1858,Gabriella,,Female,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,0,True,0672 Lyons Pass,2153,10
1859,Melamie,Hardman,Female,1990-04-08,Accountant IV,IT,High Net Worth,0,True,904 Mandrake Parkway,2820,1
1860,Holly-anne,Hamman,Female,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,0,True,3007 Summer Ridge Street,4511,7
1861,Charlena,Muzzi,Female,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,0,True,47 Veith Junction,3196,9
1862,Daron,Umpleby,Female,1980-06-29,,Health,High Net Worth,0,True,007 Canary Circle,2047,12
1863,Adelbert,Doelle,Male,1978-05-11,VP Product Management,Telecommunications,High Net Worth,0,False,1 Saint Paul Terrace,2161,6
1864,Anet,Pellitt,Female,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,0,False,87705 Hovde Center,4870,5
1865,Isabelita,Kitchener,Female,1997-12-24,Office Assistant III,,Mass Customer,0,False,765 6th Plaza,4226,7
1866,Huberto,Bazylets,Male,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,0,False,248 Bartillon Plaza,4059,9
1867,Tonya,Ritmeier,Female,1986-04-16,Senior Developer,,Affluent Customer,0,False,66811 Lerdahl Way,4160,4
1868,Aloisia,Ivel,Female,1988-06-22,Assistant Manager,Retail,Mass Customer,0,False,5809 Coolidge Avenue,2747,6
1869,Neda,Longfellow,Female,1977-10-19,Geologist IV,Financial Services,High Net Worth,0,True,2769 Banding Avenue,3189,10
1870,Alikee,Sjollema,Female,1973-01-16,Graphic Designer,,Affluent Customer,0,False,3 Monterey Trail,2582,9
1871,Shayna,McQuin,Female,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,0,True,85549 Sheridan Parkway,4170,8
1872,Leif,Feeney,Male,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,0,True,4498 Donald Crossing,2525,10
1873,Raul,Cabrer,Male,1992-07-09,General Manager,Manufacturing,Affluent Customer,0,True,4 Ridgeway Court,4030,4
1874,Nickolai,McChesney,Male,1957-09-29,,Agriculture,High Net Worth,0,True,4 Bartelt Hill,4510,1
1875,Amory,Bohler,Male,1959-01-11,Staff Scientist,Retail,High Net Worth,0,True,91116 Riverside Plaza,2114,8
1876,Borden,Wooles,Male,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,0,False,60911 Almo Point,2066,12
1877,Radcliffe,Bartolomeoni,Male,1966-09-09,Associate Professor,Financial Services,High Net Worth,0,True,0 Superior Pass,2050,8
1878,Pen,Hedgecock,Male,1954-11-06,Account Coordinator,Health,Affluent Customer,0,False,9 Superior Terrace,2199,9
1879,Kermy,Heningam,Male,1967-04-25,Account Representative I,Manufacturing,High Net Worth,0,False,57 Marquette Hill,4120,6
1880,Garrett,Dommett,Male,1972-08-11,,,High Net Worth,0,False,36 Sommers Place,2096,12
1881,Gherardo,Lahy,Male,1957-12-10,Quality Control Specialist,,Affluent Customer,0,True,83148 Rowland Alley,2530,8
1882,Justin,Ragless,Male,1964-05-05,Account Executive,Manufacturing,Affluent Customer,0,False,34 Arrowood Pass,2567,9
1883,Jinny,Cawood,Female,1991-08-13,,Health,Mass Customer,0,False,72 Mandrake Court,3183,9
1884,Aurore,Buckmaster,Female,1969-11-25,,Manufacturing,Mass Customer,0,True,9 Emmet Hill,2042,10
1885,Jerome,Sheavills,Male,1982-10-27,Software Consultant,Health,High Net Worth,0,True,16984 Pankratz Park,2324,7
1886,Eugenie,Belcham,Female,1978-09-22,Nurse,IT,Affluent Customer,0,False,9460 Laurel Crossing,4032,7
1887,Kynthia,Purcer,Female,1965-06-22,Director of Sales,IT,Affluent Customer,0,True,5786 Kinsman Point,2127,8
1888,Sibyl,Scholtz,Female,2002-01-26,Food Chemist,Health,Mass Customer,0,True,4 Fairfield Way,2487,10
1889,Dare,,Male,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,0,False,319 Michigan Way,4350,4
1890,Carce,Gunthorp,Male,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,0,False,49 Fulton Park,3156,8
1891,Neville,Bloyes,Male,1990-03-02,Marketing Manager,Retail,Mass Customer,0,True,0 Corben Court,3121,11
1892,Allyson,Pinsent,Female,1995-09-07,,Retail,High Net Worth,0,True,8 Drewry Street,4655,5
1893,Gunar,Sleit,Male,1968-04-22,Administrative Officer,,Mass Customer,0,False,48 Dawn Center,4132,3
1894,Patten,Laytham,Male,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,0,True,6244 Forest Point,4103,9
1895,Leese,Lohan,Female,1975-09-02,Technical Writer,Manufacturing,Mass Customer,0,False,0306 Donald Court,3844,1
1896,Garald,Brasner,Male,1995-04-30,Project Manager,,High Net Worth,0,False,3762 Victoria Alley,4078,6
1897,Cosette,Callar,Female,1997-08-20,Product Engineer,,Mass Customer,0,True,3 Manley Crossing,4074,6
1898,Katalin,Mantz,Female,1979-11-24,Developer III,Manufacturing,Affluent Customer,0,True,36866 Summit Point,3750,9
1899,Lambert,Vardey,Male,1997-09-02,,Retail,Affluent Customer,0,True,9 Pearson Plaza,3177,7
1900,Noland,Larder,Male,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,0,True,7450 Prairie Rose Drive,2868,1
1901,Vail,Southernwood,Male,1977-08-22,Budget/Accounting Analyst I,Agriculture,Affluent Customer,0,False,83975 Rowland Place,2166,6
1902,Camille,Vallintine,Female,1964-12-01,Environmental Tech,Financial Services,Mass Customer,0,True,01 Weeping Birch Plaza,2640,4
1903,Tucky,Pizzie,Male,1973-11-20,Project Manager,,High Net Worth,0,True,738 Dixon Drive,2575,8
1904,Nert,Muglestone,Female,1978-01-25,Technical Writer,IT,High Net Worth,0,True,5766 Pearson Court,2227,8
1905,Corabelle,,Female,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,0,False,9 Shelley Center,2170,7
1906,Waylan,Katte,Male,1988-04-24,Product Engineer,Retail,Mass Customer,0,False,07273 Sundown Trail,2358,2
1907,Lind,Dredge,Male,1974-11-04,VP Sales,Health,High Net Worth,0,False,2 Maryland Drive,4227,7
1908,Jaquelyn,Workman,Female,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,0,True,3 Roth Place,2449,2
1909,Drucill,Laurand,Female,1984-12-11,Research Assistant II,Agriculture,Affluent Customer,0,True,81856 Express Lane,2299,6
1910,Yovonnda,Warrior,Female,1959-07-13,Systems Administrator I,Property,High Net Worth,0,True,5 Porter Road,4014,6
1911,Hallsy,De Leek,Male,1980-06-08,Director of Sales,Manufacturing,Mass Customer,0,False,59 Waywood Road,3163,8
1912,Hall,Grouer,Male,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,0,False,6838 Anniversary Junction,2484,4
1913,Tamiko,Fergie,Female,1973-11-02,Dental Hygienist,Health,Mass Customer,0,True,90128 Caliangt Place,2484,4
1914,Clyve,Sandwick,Male,1968-06-21,VP Product Management,Financial Services,Mass Customer,0,False,504 Mesta Lane,2261,8
1915,Dusty,Tesimon,Female,1953-10-12,Social Worker,Health,Mass Customer,0,True,9 Utah Road,4179,8
1916,Redd,O'Crowley,Male,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,0,True,00213 Atwood Pass,2340,1
1917,Raquela,Schimpke,Female,1973-07-28,Senior Sales Associate,Agriculture,Affluent Customer,0,True,7230 Montana Place,2777,9
1918,Devin,Sandeson,U,,Staff Accountant II,IT,Affluent Customer,0,False,51763 Carey Place,3056,7
1919,Bartie,Hartburn,Male,1960-12-23,VP Product Management,Agriculture,Mass Customer,0,True,4 Susan Center,3170,9
1920,Rutter,Marlen,Male,1988-01-06,Sales Associate,Financial Services,Mass Customer,0,False,745 Troy Avenue,2769,9
1921,Cybill,Wakes,Female,1982-12-03,Accountant III,,Mass Customer,0,False,6 Upham Place,4556,7
1922,Ailene,Tomkies,Female,1969-11-11,Speech Pathologist,,High Net Worth,0,True,34694 Sugar Place,4740,5
1923,Immanuel,Farlamb,Male,1970-08-23,Health Coach IV,Health,Mass Customer,0,False,26876 Lyons Court,3166,10
1924,Eolande,Kauscher,Female,1965-12-01,VP Product Management,,Mass Customer,0,True,8308 Linden Place,2570,9
1925,Amaleta,Dickens,Female,1982-01-28,,,Mass Customer,0,True,32708 Bluestem Alley,3976,7
1926,Stefano,Menhenitt,Male,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,0,True,3542 Arkansas Place,3380,1
1927,Masha,Bibbie,Female,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,0,True,642 Anderson Circle,4132,5
1928,Sully,Dorling,Male,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,0,True,8318 Continental Alley,3175,7
1929,Elka,Crossgrove,Female,1986-10-12,Food Chemist,Health,Affluent Customer,0,False,7202 Prairieview Court,2221,11
1930,Ambrose,Bleasby,Male,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,0,False,64610 Sachtjen Center,2575,10
1931,Boris,Syres,Male,1973-11-06,Senior Developer,Health,Affluent Customer,0,False,53 Muir Terrace,2170,8
1932,Sybila,Enefer,Female,1977-01-03,Librarian,Entertainment,Affluent Customer,0,True,710 Schiller Plaza,3338,1
1933,Ephraim,Fulep,Male,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,0,False,698 Old Gate Lane,2619,3
1934,Bryant,Tordiffe,Male,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,0,True,4 Golden Leaf Road,4670,2
1935,Galvan,,Male,1974-11-13,Senior Sales Associate,,Mass Customer,0,False,1979 Arapahoe Trail,4701,3
1936,Gisella,Scad,Female,1964-07-08,Junior Executive,Manufacturing,Mass Customer,0,True,1 Vernon Terrace,4226,6
1937,Renaud,Gahagan,Male,1974-01-08,Quality Engineer,Health,Mass Customer,0,False,79862 Darwin Crossing,4215,8
1938,Austin,Toopin,U,,Automation Specialist IV,IT,Mass Customer,0,True,184 Hoepker Way,2197,9
1939,Pierce,Cheke,Male,1992-05-03,Safety Technician I,,Mass Customer,0,True,40 New Castle Avenue,2043,11
1940,Gabriellia,Coulter,Female,1977-03-02,Teacher,Manufacturing,High Net Worth,0,True,9525 Johnson Place,3190,8
1941,Dmitri,Eleshenar,Male,1992-05-23,Librarian,Entertainment,Mass Customer,0,False,8 Pearson Trail,2166,9
1942,Abe,Townby,Male,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,0,False,53 Dakota Court,2027,9
1943,Armstrong,Style,Male,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,0,True,4262 Melvin Avenue,2759,8
1944,Gregory,Balchin,Male,1980-07-30,Programmer III,Agriculture,High Net Worth,0,True,4415 Dwight Center,2528,7
1945,Griffin,Gisbourn,Male,1978-07-10,Software Test Engineer II,,High Net Worth,0,True,1197 Carey Junction,2280,7
1946,Brannon,Gladman,Male,1959-01-04,Systems Administrator III,,Mass Customer,0,False,227 Havey Trail,2795,6
1947,Gretta,Patrone,Female,1963-12-11,Geologist II,Telecommunications,Affluent Customer,0,True,2 Manufacturers Parkway,3199,6
1948,Elizabeth,Applewhaite,Female,1964-06-08,,Entertainment,Mass Customer,0,False,9175 Stephen Drive,4035,8
1949,Onida,Cockshot,Female,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,0,False,299 Pine View Parkway,3121,12
1950,Berne,Fulkes,Male,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,0,True,71 Orin Crossing,2155,9
1951,Rockie,MacCosty,Male,2000-06-07,Health Coach II,Manufacturing,Mass Customer,0,True,134 Knutson Street,2281,9
1952,Patrica,Donativo,Female,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,0,True,37 Mockingbird Street,4017,3
1953,Luisa,McGlue,Female,1978-06-05,Paralegal,Financial Services,High Net Worth,0,False,00969 Gale Way,3108,10
1954,Greg,Iacovo,Male,1967-11-29,VP Sales,Manufacturing,Affluent Customer,0,False,05665 Dottie Circle,2085,11
1955,Thornton,Vereker,Male,1980-11-22,Environmental Specialist,,Mass Customer,0,False,83 Wayridge Circle,4152,9
